c_N,c_B,c_P,c_O,defect_N,defect_B,defect_P,defect_O,defect_C,defect_total,E_GPa,sigma_y_GPa
0.007245891138829077,0.00798924650278799,0.028832471111692768,0.010078513271599351,0.024640854898439042,0.01773174866210781,0.01625320426608437,0.009851731469332835,0.015924282133209733,0.0844018214291738,299.4107562294695,5.0
0.0021213366472789975,0.008847470744035961,0.00535779479201529,0.013644586870408234,0.01819956887198188,0.009575687266339583,0.013986429932367655,0.018886183688995722,0.025957542803418165,0.086605412563103,290.83063080229965,5.0
0.005680950777167625,0.019148083007294738,0.01451565587911743,0.002924032456186048,0.024370133045266588,0.006384793233450041,0.010672413628954927,0.019680840393736538,0.003879272369202461,0.06498745267061055,447.63942173922754,39.41834234032182
0.001956926802127121,0.00024119053779757005,0.00029474907585313857,0.0003391006987684673,0.014221511071925033,0.020782359438242963,0.012455253605645344,0.026772035292198307,0.012149617782393731,0.08638077719040538,333.4513473896533,6.19196833971761
0.00265629186598273,0.006559210464132807,0.0026385521248873407,0.0005742731949535174,0.01961108761950746,0.005475616078078289,0.010824765288685676,0.008861873333627895,0.012963471310430314,0.057736813630329634,508.0475999820777,43.82566484220081
0.018257584055611835,0.041640054050508225,0.0026831434926369957,0.004481659870605972,0.0006248964682151159,0.011302755609389505,0.009440958213984907,0.013405786777260764,0.0018518579682831548,0.036626255037133446,620.2684920028714,65.11215819761824
0.005879137652384336,0.012977997473159666,0.03220832273944657,0.013653493292434447,0.009956539352693876,0.016909586381613932,0.016648813307251112,0.013158103612750102,0.0264093201612193,0.08308236281552832,256.87696653897785,7.15526855282899
0.03469296950379256,0.015046138351009977,0.004044597387390198,0.007754805905932647,0.01657461006469454,0.02745375552737175,0.019731998733369508,0.008455100963978912,0.028647999619860816,0.10086346490927553,183.81549510778888,13.7160572202794
0.005793737903876951,0.018348930262679284,0.011175264650607744,0.003049822609024366,0.021499199556049422,0.015726228367522316,0.021829042006941198,0.02755831024875793,4.0739891503850374e-05,0.08665352007077472,311.7548104223346,9.305340522453248
0.016705410678976296,0.01782891677886992,0.0015552025738319643,0.06363146354724293,0.024344818033959232,0.01972116924800412,0.028045146293731407,0.006145451007654692,0.00420240482060608,0.08245898940395553,255.4339826077457,5.0
0.054327352871393,0.02187201465075399,0.01251208046252904,0.009372085892947003,0.013212021667242717,0.014174290252151384,0.01082717455279751,0.025307731161498842,0.015269860601063941,0.0787910782347544,294.9978062207849,9.268391569932872
0.03548820078143901,0.007550056229487195,0.015171625660066895,0.01034431577707638,0.02057726895273858,0.0035832971208500783,0.0272650757780744,0.016095563008716764,0.021199292551971356,0.08872049741235118,191.04322776341075,5.0
0.00803317182000588,0.0011437890032382485,0.04735644398119573,0.008512522822341783,0.015916405385147808,0.010294064828267759,0.027255558102123954,0.02887273437895714,0.012461485163344065,0.09480024785784073,156.09952289370952,7.30507868249812
0.01969459356720006,0.0051932299564280355,0.014989769944239098,0.028967079589226813,0.025692567301983802,0.0024457622462354875,0.0011248359498076154,0.010824694871641696,0.014531338605069838,0.054619198974738443,475.86014853803357,32.50331489864426
0.0073931478200065966,0.021374157319866683,0.0008480152621790318,0.00927682199585807,0.02006372260332537,0.0239594779597695,0.011252046729154995,0.009483130997541875,0.022281514834393765,0.08703989312418552,326.7183227621171,5.0
0.0029412540362386873,0.003989548550302762,0.001958008493860343,0.00462083942183933,0.027565319896662274,0.015929812336019936,0.015984878329323854,0.021047532367052826,0.014423104599786985,0.09495064752884588,298.34710060448896,7.699597486528454
0.030234448997146203,0.022260350514933643,0.01678598829206759,0.002868046215260757,0.0006803120353018454,0.02410661024115474,0.016433081381764483,0.01612296314240491,0.0013572922836074242,0.0587002590842334,494.69673928528005,45.15649911226662
0.008155199873873404,0.03018256117844448,0.009126974185190317,0.005070697010064389,0.004389565027677295,0.026108038514776746,0.02236682788622972,0.019111745164045454,0.0006394179434385339,0.07261559453616775,414.0511980986626,11.707811286122801
0.011379902984974917,0.005322715003801358,0.013911528642435523,0.00041004092468376524,0.017426335532926128,0.002255696193488833,0.024707468464187466,0.006326523962332537,0.021127273765006085,0.07184329791794106,395.5922944403633,38.28200469174388
0.012940770866785542,0.020742369044899688,0.009337201676110688,0.005563194295382994,0.014590294306360318,0.011750443212609282,0.027655985614276946,0.0005008848988688085,0.02383079702822338,0.07832840506033874,297.811663536771,14.981561564868063
0.0034486842588190114,0.01574657664110944,0.004406448708019226,0.06534707382695235,0.02893355019666642,0.023873110770595476,0.026640665433968248,0.01212747456110128,0.01815892970229096,0.10973373066462239,90.67589453150418,5.0
0.02055692580932806,0.023179197989500435,0.038343884918838715,0.01132434287795778,0.006686772363120546,0.0112602313006197,0.018264837524320548,0.012271521278862385,0.0032560617632123156,0.0517394242301355,451.02947543056155,28.05757706423556
0.012386864906031574,0.001752347832275109,0.001760982100220963,0.01987932483237938,0.016875579838876567,0.02470959258999806,0.0175958174261982,0.0001307443120312546,0.00863124975748745,0.06794298392459154,491.24266118961384,26.649360114723283
0.028919934865488578,0.011226309706499203,0.014697100285852133,0.0023096382151361777,0.012714960111107851,0.002311071903025855,0.001278191216125979,0.020943509871018628,0.027533076283028854,0.06478080938430716,453.7188621291903,19.48594562596271
0.008185459056334532,0.010354136952857038,0.011303572853684614,0.0023437702447180278,0.027476310224133094,0.013171605683212496,0.004042988186836397,0.013129899289948484,0.013791326262060791,0.07161212964619126,405.3953244638742,26.706621995062072
0.03129251658605825,0.005589675072647634,0.018767977234965226,0.003779834126298572,0.00901107964531428,0.02323315142158201,0.003644328238971225,0.0210751459779789,0.009483632755528704,0.06644733803937512,398.7595591873437,17.2598368898531
0.0124616179213422,0.004559320850398268,0.016153093379720294,0.0006170903992525715,0.022308997499433398,0.023925231816994772,0.005457645982811458,0.00474731288891553,0.009397333998806903,0.06583652218696207,574.3523284392583,27.701674054887278
0.012168666184144233,0.011098741430082971,0.013181673913810523,0.002712818524778395,0.018010887435103307,0.02239827896809291,0.021698833303297665,0.019495734061329626,0.0035158066958355504,0.08511954046365906,299.8550885008072,5.0
0.03492679942105296,0.016626670942448147,0.022065909609083563,0.015408055227894577,0.01685636633431914,0.017145023158039067,0.005531568858357532,0.011345569261607022,0.029725216818480192,0.08060374443080295,217.7387712418473,5.0
0.00971182971723447,0.007176488819602511,4.8698616301817475e-05,0.0057787422001991775,0.009790058093197912,0.027220271045982184,0.014955888091874755,0.029591445499365997,0.024799855802816927,0.10635751853323777,163.59617603985106,11.589066777983177
0.026706033424636986,0.013738237174995817,0.007516782747094031,0.014357661121877413,0.013192161515669978,0.014070747282151574,0.024457751769575247,0.014548496150332284,0.012290201090313039,0.07855935780804212,350.3344528139376,6.868962036074444
0.0030454656301130895,0.0026453992050716702,0.0019287964469924363,0.0007818730760612874,0.00915028086464405,0.008842375886748991,0.004890926896968732,0.011957881559289323,0.01563725444165116,0.050478719649302256,655.0777323824655,49.71316425758036
0.0500258737223119,0.007689752358503211,0.0034082436683275583,0.022140545016197107,0.02597617815780545,0.01533543587766232,0.009641634036309103,0.026495519984325366,0.027657561939675206,0.10510632999577744,137.31378904849572,5.0
0.042466596426125054,0.008871941820976618,0.006565306489008702,0.020805986012757963,0.021739379434940653,0.01702395059625903,0.022332151366110047,0.010884115864124215,0.017193466907454148,0.08917306416888808,219.67071373122792,5.0
0.010368188604481066,0.002637211988067886,0.0014540766265531769,0.00947746708019309,0.0031275684262561396,0.029264749003627084,0.027252681960374614,0.01226724185643972,0.0005730170281670399,0.07248525827486459,389.24816433963355,33.89935515093043
0.02768749929307027,0.007372430806425564,0.023966268537145438,0.028622224444429117,0.003058850973798037,0.019145632093525426,0.013628532583008186,0.007183908772804091,0.021228669532335587,0.06424559395547132,347.8551996302768,8.841883719786924
0.0012307967533320542,0.0008452999761980005,0.0006401685270040362,0.003140538223985344,0.006808704880956939,0.00447947948552582,0.010735018401655392,0.02996145798977529,0.007536069157755502,0.059520729915668945,543.1223291136045,40.32726772303593
0.006122959141700862,0.02537051673256411,0.0013923980048652868,0.0007258321754357804,0.021240629559669447,0.02464833337194863,0.02897734182375554,0.0065687080363090655,0.02306772176536064,0.10450273455704331,200.19126980293078,11.823582866752258
0.001651242652624957,0.0013771836279983702,0.006005828411637045,0.005993691997223536,0.021363257120358525,0.005611461981901702,0.007504960114469788,0.028966222152154063,0.0013603092003606754,0.06480621056924475,487.509817056887,36.17216857485208
0.018375209963215487,0.0030307891587717547,0.006901739195257509,0.01672619834768395,0.015306020366379326,0.015112739583330799,0.021814970512647646,0.008245192893652005,0.0015939959297072415,0.06207291928571702,531.2297530737708,40.34834460768426
0.012822831751645556,0.007848261170297383,0.05046783263214973,0.008493501474636756,0.013998144340479749,0.013494872725172444,0.009579956548029471,0.018980932753504848,0.021552031944913473,0.07760593831209998,256.2968390170712,5.0
0.0033298499634850957,0.008239215872464447,0.007564533465169617,0.003930621598255587,0.005214470790248517,0.004005268473667572,0.012560804818699247,0.01418266377148416,0.02863027568186817,0.06459348353596767,415.6519421423389,26.940619796163716
0.0006223022736452508,0.0035078483299595116,0.0008919723262268305,0.00018000717660936883,0.01212643368255584,0.025237423201714435,0.025402156407793957,0.021515424471277585,0.02767086378306204,0.11195230154640386,145.72093682525272,5.0
0.005854225401521675,0.014755121699571766,0.011233002697265827,0.008612834183793553,0.0075574276293679295,0.0021414135323648553,0.020305035093138434,0.0003312403264900654,0.018972345364189135,0.04930746194555042,524.2697202092173,43.43491946869001
0.0032036182205068446,0.009044945441013147,0.001554474736523962,0.006048266052881582,0.017762260811453684,0.01624917287981635,0.024052111414944018,0.01289033161401894,0.010545559799361283,0.08149943651959428,386.97622718329177,5.0
0.0019020604173462848,0.0021335480683319936,0.004456092100508486,0.0005836039757254238,0.023014733760278388,0.025142521284088462,0.024711876505901013,0.02206768422672125,0.02749371626002831,0.12243053203701743,50.0,5.0
0.03638927854926718,0.012382679001945996,0.0059828121639729824,0.0032784688834989165,0.00945781778001695,0.026799747351596244,0.014327824499835455,0.006460961174430302,0.014095460943841601,0.07114181174972056,390.3833225641543,13.065349847889642
0.0033339077653456437,0.003909365774030678,0.0008968895993797609,0.021729450143136184,0.019889300897363977,0.029094661996825054,0.01348505614116974,0.027747711636908257,0.013790927217314588,0.10400765788958162,117.46871049548976,5.0
0.022865216228466476,0.01171067927740476,0.02540128960763152,0.007222302682133177,0.028580968722509138,0.0007489014240921044,0.022095255524538494,0.007048875844066922,0.02594242415162702,0.08441642566683367,269.5267848872152,8.897982355218925
0.010708878607320714,0.004484049398625158,0.0012625222094170775,0.003496094181458381,0.01473719986042368,0.02778043178796193,0.02449444704914566,0.007335510441205401,0.018862750609641987,0.09321033974837865,325.8350009749652,5.0
0.008679507534686968,0.008666988160013787,0.04667257515595978,0.030192240199989243,0.015668226922023083,0.029813448108402148,0.027328061771464993,0.011096728171880316,0.025822440679756288,0.10972890565352683,50.0,5.0
0.007949809964278477,0.0018036915055530392,0.02307312767723005,0.003684387677421294,0.022659366669654395,0.005327936274716802,0.024996537311224636,0.008898399224251903,0.021819920431314824,0.08370215991116256,350.54796172662594,5.0
0.0008207876936150005,0.00012335444414879584,0.002691850033965152,0.006913535785294005,0.009242746531654895,0.0009664238025973992,0.025420754541066126,0.012254588064984766,0.0031570714221477347,0.051041584362450924,605.9448625181476,57.302860542237006
0.019384379067963625,0.022306713492962735,0.013072706691977881,0.008147015901066694,0.01888488791273631,0.014711254259630954,0.008068562076699402,0.019898445883434524,0.007247405380242532,0.06881055551274372,475.8926327811678,11.804791858360426
0.03909235621620485,0.008233596963867352,0.020013543945852124,0.02537595818086242,0.015120700500700586,0.029556091833087397,0.01790362885975096,0.023547403917900753,0.001321478305408441,0.08744930341684813,234.3099527583747,5.0
0.00033060136916346247,0.0016666777508320325,0.01367430238621448,0.028366133965368422,0.016674956432686603,0.025224562645399615,0.010647095325589198,0.025059371156635736,0.013773231593439957,0.09137921715375111,209.49516807405993,9.34068817936707
0.0032969179697205746,0.02089786611812155,0.01522733876656178,0.05603692651466983,0.005143941723245747,0.01110839941446559,0.02803878009126714,0.0002493349469723105,0.010502827234684719,0.05504328341063551,408.3532391900598,22.10289875385361
0.016501362311431744,0.0037251231922784513,0.019479710886906837,0.010283384978147672,0.023340109186072662,0.005292960115103761,0.01392492202163137,0.018860475311730397,0.016622974850294382,0.07804144148483258,311.0263654899263,5.034012964487034
0.01216717028632806,0.018596915545796896,0.004821383096867132,0.006937393555915471,0.022287245817372098,0.005138664985505205,0.010120301059961164,0.003973271541867513,0.00043727039067254723,0.04195675379537853,641.2213270675894,66.54857922637554
0.012679374396483749,0.021528745294568656,0.01575460195334108,0.012058623557144314,0.002286105772189042,0.0059796250707875075,0.0015238238736006503,0.02215462125189877,0.024507205135374122,0.05645138110385009,454.1929966939202,32.98862694603367
0.02818345058138059,0.041639918842058005,0.014763598705510026,0.01492268239458379,0.02643355161890032,0.01826085023282178,0.007506581524509632,0.005441793975133613,0.022691180935791068,0.08033395828715642,290.96998534610697,5.317030945088934
0.056496783723962475,0.01067382200518708,0.003280950244256028,0.024442811520370967,0.022221092601170295,0.010532851867746565,0.018662776612043783,0.02524212416181332,0.003153574630444983,0.07981241987321894,253.06619174524644,7.159187016966767
0.010137390361852017,0.013446208137939824,0.01693439391099721,0.005486521520120555,0.005102784437269062,0.01516418052414582,0.02525874115244475,0.027890898005799,0.005168341623874919,0.07858494574353354,362.64556384315244,5.0
0.00085132286899171,0.05657694501119979,0.00987965561087688,0.008464961039760764,0.006224249336811924,0.026356608398362853,0.0012941402044701045,0.014223185304607,0.02919842045941705,0.07729660370366893,314.5957829134884,6.620017980607699
0.006593693149344621,0.01599223086916786,0.02149404799886094,0.005662297531388482,0.015863762528781144,0.026777171386226234,0.02743683681701223,0.022506447050132737,0.02406760633631908,0.11665182411847141,50.0,14.955170004142882
0.006709727379454945,0.02165048314009978,0.01325520935823739,0.011315796141884929,0.020492265013703118,0.00876790388646252,0.018725487021928222,0.0010822103258796133,0.019087745520491632,0.0681556117684651,406.8434590273083,17.745634016827022
0.007932250664144986,0.00523385561202293,0.017768582580261975,0.047643881214950855,0.01744294367593148,0.007134562576728939,0.018085397599913552,0.019139010438320413,0.02075718663362344,0.08255910092451782,215.57189948832584,5.0
0.008155539770499008,0.012715478860372475,0.011179786513912635,0.009414779790782967,0.0029799049916912077,0.015832014357951455,0.025427114062874488,0.0023043678280655153,0.000397995245145939,0.0469413964857286,635.0766969699705,58.37750732259681
0.007566044785008598,0.02633197756658533,0.027412933362513804,0.01213740146476521,0.027270118284904325,0.0045148361173398,0.00558522674650451,0.005274071158448266,0.025386763156539188,0.06803101546373609,366.90473153332334,23.2759738523646
0.022420432874965923,0.010709339174261378,0.0353281616727778,0.00265635407696988,0.015042476349082907,0.005144217630348196,0.01447217062221616,0.017821143546127696,0.018195432228956806,0.07067544037673176,348.1629785769755,9.59626675435898
0.036447806745308085,0.036915569205140726,0.004380094084932906,0.015462498625956129,0.013854028928013105,0.0209547244044116,0.007938723208444595,0.028928602841357485,0.029446922854393518,0.1011230022366203,140.1292137243144,5.0
0.0008981550525501163,0.001584331960002114,0.007100041885842418,0.0019107344296958732,0.022710767736185387,0.014420506209139622,0.0246886269799576,0.00816740197352462,0.023849360677488357,0.09383666357629558,245.11883967686362,8.142721810778912
0.016550007601731368,0.02939456985721967,0.016545727515953148,0.010411206732726748,0.02362799367130679,0.022853103883949198,0.021041644380174022,0.011893919493153363,0.0057691877373592495,0.08518584916594263,274.5320887369606,10.730767079670777
0.04014217732180778,0.03541673905404126,0.010584173056374357,0.0065993034302325925,0.022683498997193418,0.017317326535477014,0.019377363971316067,0.0035286463429907867,0.005012567834005094,0.06791940368098238,453.878536299582,18.456358053768312
0.014492000559526909,0.006588476987061999,0.006942838172479409,0.06876930327339634,0.01586765481633288,0.029479523004501015,0.013659633489296377,0.01068098037426293,0.006218427623361032,0.07590621930775424,283.0967048563554,9.73435434062325
0.00013298288015999656,0.0005506673607992217,0.0006457693570850719,0.00014121089849263862,0.024856278698937195,0.026971853584185478,0.018252058391449177,0.020693066596868318,0.014953300747120046,0.10572655801856022,217.7003566651358,7.572860972376176
0.033793593740591016,0.025962690866221116,0.019028539736600344,0.007579184681145097,0.00952213525891263,0.010655435170769088,8.346351772601234e-05,0.028101185322040336,0.025040657147082836,0.07340287641653091,358.19601288433347,5.0
0.00516223665236052,0.05109722223267596,0.030044427856468544,0.01181561726512942,0.015748970818450756,0.026139126660492697,0.002009585342512489,0.025301552125873764,0.020748288407864204,0.08994752335519392,211.36615171668257,5.0
0.05195234259883812,0.0047682088487788704,0.0065971980406952435,0.03240326847278412,0.008425208558233638,0.002469698665729415,0.02990757280327672,0.024458859934787254,0.025980186332859756,0.09124152629488679,164.55436439888507,5.0
0.0026403938941922094,0.002759925969669708,0.008866068797136542,0.0006100125622513309,0.009829974524838603,0.007256041600003162,0.0241208231778254,0.016839214003357462,0.02100333676483518,0.0790493900708598,362.5330972770838,27.46702469357256
0.022656464356329568,0.039484227024418124,0.019766838328363838,0.015355351673183965,0.029445817848583876,0.007172319254378426,0.018327907133182143,0.003938973814193336,0.01806051505230303,0.07694553310264081,364.86606194936184,5.0
0.030736290253167767,0.03594198432123467,0.009591212546447367,0.012724068451202277,0.0233977231534443,0.0041868980721387,0.00457851318689153,0.005377781772138509,0.025906982958005628,0.06344789914261867,441.4565021497094,29.968440238275335
0.008734376091893382,0.01196522866516536,0.0373770742164595,0.024160703780788797,0.022861609515308075,0.025769257353377564,0.0103473949895708,0.028821722413195704,0.02003721385020464,0.10783719812165679,50.0,7.8130770692661
0.007287720586480071,0.01087381106815398,0.029349556358382437,0.00048770436776673004,0.021746494528272736,0.025606242736513508,0.0040584328875089976,0.02396685019455689,0.012559448163832794,0.08793746851068492,237.63639778294177,5.0
0.015880612691958725,0.00494954840173755,0.00018539362611997299,0.002221737244114139,0.021067995937757402,0.01761331118804031,0.001370684498781015,0.025672643592022176,0.0009553046114857299,0.06667993982808663,473.3662989871817,34.93261094124909
0.024711248339792356,0.045095981794380256,0.0022815430365913246,0.008099284701066849,0.015291163673721287,0.014028067935141978,0.015629781082470685,0.015257824069680875,0.0007927342853509123,0.06099957104636574,500.4612174565676,33.77359719837286
0.02174139475179354,0.02156141349289283,0.016834292932492664,0.032215914801167915,0.028346326703702636,0.011947624454312656,0.02395779988324167,0.009830675844018906,0.016821245329849303,0.09090367221512517,167.24247460930573,5.0
0.0065324401391516195,0.004034673289369798,0.008692792410097124,0.00735312139061072,0.01508265888054091,0.019188231873963443,0.0172753715620463,0.027013734196499987,0.02944718044883696,0.10800717696188761,105.99602576119426,15.490526040677487
0.003192548993758581,0.013709210159395475,0.0040197140004829,0.03297196760858173,0.014161915725584909,0.012422265108979114,0.0054081296794540185,0.015488933106911271,0.005483363530840765,0.05296460715177008,496.0190828152439,37.98663765033471
0.006889272051138518,0.004287633379939422,0.027162026823989195,0.005936350642386013,0.001087878835249174,0.003272875888470159,0.026242852504247512,0.029631406304838372,0.008214577378117299,0.06844959091092252,377.9681679102146,35.335246738118634
0.0034659937368436257,0.0212533216500768,0.024099153016531722,0.04428326319466335,0.028829837721323165,0.003910827357985052,0.029452758490377956,0.012014273204367928,0.005781716802534191,0.07998941357658829,263.56352676304374,5.0
0.0013408473609451607,0.0008689255553345237,0.0003657905259744473,0.0014755076765893317,0.026641228772949017,0.025680936154929536,0.010677630105033519,0.02724653267762561,0.017994603949818607,0.1082409316603563,222.86616024905024,5.0
0.0070799884958383285,0.022722045757228426,0.00610117903654996,0.03729740627603938,0.022898470070999308,0.006356820676961071,7.48876597058945e-05,0.025115496389819938,0.015376751225478835,0.06982242602296504,339.2441960596448,5.0
0.020737968789879803,0.012366001750671606,0.026558037598678464,0.0017753165556697952,0.001924384188091468,0.02526338978999114,0.023081489876592514,0.006688316817882957,0.022768365151471483,0.07972594582402956,304.70019943262355,6.426503919717199
0.0002035264132796331,0.001996885943663033,0.00018442296950018703,0.0004517011849092525,0.02879401034230929,0.012771453635404622,7.806329239659515e-05,0.009678245513718096,0.020867346129743107,0.07218911891357171,491.0817772387874,31.681266954203025
0.010396060390894418,0.029886680829134604,0.029738831293652658,0.0019004047689923592,0.015299851890460313,0.0046487342971152,0.005101297040515206,0.028136143158420168,0.007622971709779137,0.06080899809629003,436.4899128912733,27.978735116034866
0.0004805014979709045,0.0010095024146751222,4.471530205515182e-05,6.445373765601918e-05,0.01577231226774843,0.02975802957223733,0.025413437924758447,0.010399485228780798,0.02639032286411612,0.10773358785764113,205.32135950222468,9.62048105067288
0.017031763250780273,0.025797698375508417,0.029037844159513767,0.003927794449840357,0.01720173073498482,0.01150525185931292,0.0031821719185643805,0.012304501578128369,0.015337276979595025,0.05953093307058552,490.16931135407174,31.15309297390198
0.00947157002738595,0.02501455648692576,0.007175216587292752,0.009614529224603345,0.006833046500374284,0.010124159912328966,0.018534389924083954,0.0072070953756394615,0.02833738400324983,0.0710360757156765,454.6104244314068,15.020445852359167
0.008372305504775007,0.0408344052863774,0.029043084425059526,0.0146606268634887,0.0030331238363515522,0.026095585824118916,0.009400393759521215,0.01822342349674734,0.0022709853925252,0.059023512309264226,492.56248967163685,18.400732066819895
0.00021107544242329808,0.00017966387255202447,0.0032603528312312594,0.002957157526200893,0.0296366275978194,0.0017650668812713066,0.002462250151943425,0.013873296989812583,0.021052096149256946,0.06878933777010365,461.759389040125,39.495517706252734
0.011601631483312533,0.03861750215239551,0.02646637181925544,0.007446222506274841,0.002445060822591234,0.007450838180160324,0.006726842789613187,0.0029838614267311946,0.0022821441029698786,0.021888747322065815,738.946052153079,76.98868400141778
0.002987270530649365,0.0020795894248772755,0.0001064304544624889,0.0014957104667210116,0.004525437300772158,0.01669601213789773,0.019475451971878447,0.003568309937017444,0.019551930962156037,0.06381714230972182,493.5878442671558,32.933284857175316
0.0068262696577547095,0.020791798398756074,0.004763925444610112,0.002049004379291622,0.006951919234168477,0.023537176224208596,0.01589542481145291,0.013612102315789174,0.006681155133531547,0.0666777777191507,429.0529929112379,33.68527740863421
0.013074812949857247,0.009465020338014605,0.012632071042027333,0.007857968864884145,0.02631151002566728,0.012894920079011194,0.005350398736597683,0.02068845773358648,0.013700842179108138,0.07894612875397078,375.09689764689494,8.678878694966702
0.015767861361958534,0.036941695799566195,0.01781835199165408,0.026078298925228227,0.016584839177639095,0.01714957025104634,0.0030269828309623615,0.027644108322427134,0.00015286729556669763,0.06455836787764162,414.5735809398326,13.096564817132489
0.016939596005635583,0.022116941155916746,0.004545413057434996,0.01262123400385839,0.018608996134785654,0.0054198583323378175,0.0027646317224846984,0.006099655960965103,0.029956301805344143,0.0628494439559174,459.2463603962922,21.33446709568503
0.012713896323517307,0.008143607650224123,0.001109145054211342,0.0039198102891404496,0.01764089464324843,0.025593926694614976,0.00975351259577956,0.002477859655208049,0.004060331381777927,0.05952652497062894,556.0591044532877,37.24196686012482
0.007187701238522483,0.007204557933752384,0.0014523259797843498,0.008322986257375284,0.02194432201663105,0.005827006303301298,0.012558993031843137,0.023571367614629284,0.010069750477709962,0.07397143944411473,427.4972926824768,10.722628224945439
0.015350771982687186,0.01469916264629282,0.005660568687846977,0.05310132874909101,0.01410296555181105,0.0260399833040607,0.014048278658347135,0.01821323437438346,0.02954574269448538,0.10195020458308773,94.11886302260643,5.0
0.011957804842567346,0.0010451943759623228,0.007633342815987521,0.0019506008072152465,0.003697530914267778,0.014130908669120026,0.012254246855260218,0.028266193379262363,0.027569645911519332,0.08591852572942972,317.5899052348175,5.0
0.0006398731611549316,0.0028667669745383096,0.0022410766217785386,0.006707753826056571,0.006854088188901392,0.007489466976637859,0.007912180649461647,0.014276874165179112,0.011330635175347444,0.04786324515552746,599.3453404519225,62.83186028889602
0.011932889856804248,0.014892483819932717,0.0018186507369927396,0.00018905128702806064,0.0195946079633593,0.014382599755940789,0.0019702079812661455,0.004208536583680318,0.014069646692025569,0.05422559897627212,546.2077884697796,66.78181194809397
